ARTWORK_TITLE,ARTIST,YEAR,MEDIUM,TYPE,DIMENSION,SUPPORT,FRAME,SIGNATURE,AUTHENTICITY,ABOUT,IMAGE_LOC,SElLER_ID,ARTWORK_ID
Torque,"Michael Grine",2014,Painting,"Unique work","50.8 x 40.6 x 2.5 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionTorque 2014 16”x20” acrylic on wood panel is part of my glow series. When I first started to show my work I joined a local art group called Untitled Nashville an all volunteer art organization who would put on 4 or 5 pop up shows a year. One show a year was the Glow (black light theme) show. Every year I entered I used a different material such as gaffers tape, zip ties, test tube shot glasses and string. After seeing some of art in another show at the gallery the owner of the Main Street Gallery suggested we do an all black light show. So we planned a Benefit “Gleam, An Illuminated Art Show” for the Nashville Classical Charter School using my black lights artworks. I also made hand painted black light masks for people to buy and wear.
        

        Read more",NULL,1,588
"Self Portrait","Michael Grine",2014,Painting,"Unique work","50.8 x 40.6 x 1.9 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionSelf Portrait 2014 16”x20”, acrylic on canvas, is part of my rotation series where I put paint on the canvas then spin it on a rotating platform that I made. This series of works were completed in 2014 and the rotation arm dismantled. This is the last in the series.
        

        Read more",NULL,1,589
Subhuman,"Michael Grine",2014,Painting,"Unique work","50.8 x 40.6 x 2.5 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionSubhuman 2014 16”x20” acrylic on wood panel is part of my glow series. When I first started to show my work I joined a local art group called Untitled Nashville an all volunteer art organization who would put on 4 or 5 pop up shows a year. One show a year was the Glow (black light theme) show. Every year I entered I used a different material such as gaffers tape, zip ties, test tube shot glasses and string. After seeing some of art in another show at the gallery the owner of the Main Street Gallery suggested we do an all black light show. So we planned a Benefit “Gleam, An Illuminated Art Show” for the Nashville Classical Charter School using my black lights artworks. I also made hand painted black light masks for people to buy and wear.
        

        Read more",NULL,1,590
Arise,"Michael Grine",2014,Painting,"Unique work","121.9 x 121.9 x 10.2 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionArise 2014 48”x48”, acrylic on wood panel is part of my texture series. This process uses modeling paste, power tools, kitchen utensils and water. Also, thick and thin layers of paint and dry brush technique to bring out the depth of the texture.
        

        Read more",NULL,1,591
Clamshell,"Michael Grine",2014,Painting,"Unique work","30.1 x 29.2 x 1.9 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionClamshell 2014 11.875”x11.5” acrylic on wood is part of my imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,592
December,"Michael Grine",2014,Painting,"Unique work","61 x 61 x 1.3 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionDecember 2014 24”x24” mixed media on wood panel is part of my imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,593
Catalyst,"Michael Grine",2015,Painting,"Unique work","50.8 x 40.6 x 1.9 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionCatalyst 2015 16”x20” mixed media on up-cycled canvas is part of my imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,594
"Moon Base Alpha","Michael Grine",2014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,595
Shield,"Michael Grine",2014,Painting,"Unique work","28.6 x 23.5 x 1.9 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionShield 2014 11.25”x9.25” acrylic on wood is part of my imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,596
Hemispheres,"Michael Grine",2015,Painting,"Unique work","49.5 x 115.6 x 1.3 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionHemispheres 2015 19.5”x45.5” mixed media on found wood panel is part of my imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,597
"Gipple in the Matrix","Michael Grine",2015,Painting,"Unique work","20.3 x 20.3 x 1.9 cm (Height x Width x Depth)","Painting on wood","Black wood frame","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionGipple in the Matrix 2015 8”x8” mixed media on wood panel is part of my imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,598
Flashlight,"Michael Grine",2015,Painting,"Unique work","33.7 x 23.5 x 1.9 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionFlashlight 2015 13.25”x9.25” mixed media on wood panel is part of my imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,599
Duran,"Michael Grine",2015,Painting,"Unique work","50.8 x 40.6 x 1.9 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionDuran 2015 16”x20” mixed media on up-cycled canvas is part of my imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,600
Flowers,"Michael Grine",2015,Painting,"Unique work","50.8 x 40.6 x 1.9 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionFlowers 2015 16”x20” mixed media on canvas is part of my imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,601
Sprite,"Michael Grine",2014,Painting,"Unique work","61 x 45.7 x 1.9 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionSprite 2014 18”x24” acrylic on canvas is part of my imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,602
Album,"Michael Grine",2015,Painting,"Unique work","30.5 x 30.5 x 1.9 cm (Height x Width x Depth)","Painting on wood","Black wood frame","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionAlbum 2015 12”x12” mixed media on wood panel is part of my imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,603
Winter,"Michael Grine",2016,Painting,"Unique work","20.3 x 22.9 x 190.5 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionWinter 2016 9”x8” mixed media on found wood board is part of my imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,604
"Limbic I","Michael Grine",2015,Painting,"Unique work","121.9 x 121.9 x 8.9 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionLimbic I 2015 48”x48” acrylic on wood panel is part of my Adhesion series where I mix acrylic paints on wood panels to create the work.
        

        Read more",NULL,1,605
Caustic,"Michael Grine",2016,Painting,"Unique work","50.8 x 40.6 x 2.5 cm (Height x Width x Depth)","Painting on plastic","White wood frame with plexiglass","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionCaustic 2016 21"x17" mixed media in a wood frame is part of my Liquid series using acrylic paints, ink and chemicals in a plastic photo frame to create the work. Caustic 2016 melted the plastic photo frame and i peeled it out and placed it in a wood frame with no glass so you can see the bubbles and holes. Caustic 2016 used to have a black frame with no plexiglass, I changed it to a white frame with plexiglass so it cab be shipped. Caustic 2016 is still not 100% dry and has some dripping. It will yellow with age.
        

        Read more",NULL,1,606
"Bass Overload","Michael Grine",2015,Painting,"Unique work","50.8 x 40.6 x 1.9 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionBass Overload 2015 16”x20” mixed media on up-cycled canvas is part of my imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,607
"A Thousand Years","Michael Grine",2015,Painting,"Unique work","90.8 x 60.3 x 3.8 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionA Thousand Years 2015	35.75”x23.75”x1.5” acrylic on up-cycled canvas is part of my liquid series where I mix materials and let the chemical reaction create the work. I believe in recycling and use materials saved from landfills. I found this canvas by the side of the road after a rainstorm. It has particle board stretcher bars and the canvas is warped and wavy which added to the effect of the painting.
        

        Read more",NULL,1,608
"False Promises","Michael Grine",2016,Painting,"Unique work","95.9 x 67.3 x 2.5 cm (Height x Width x Depth)","Painting on wood","Black wood floater frame","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionFalse Promises 2016 37.75”x26.5” acrylic on plywood panel. is part of my texture series. This process uses modeling paste, power tools, kitchen utensils and water. Also, thick and thin layers of paint and dry brush technique to bring out the depth of the texture.
        

        Read more",NULL,1,609
"Limbic II","Michael Grine",2015,Painting,"Unique work","121.9 x 121.9 x 8.9 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionLimbic II 2015 48”x48” acrylic on wood panel is part of my Adhesion series where I mix acrylic paints on wood panels to create the work.
        

        Read more",NULL,1,610
Delta,"Michael Grine",2015,Painting,"Unique work","60.5 x 121.4 x 6.1 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionDelta 2015 23.8”x47.8”x2.4” mixed media on wood panel is part of my liquid series where I mix materials and let the chemical reaction create the work.
        

        Read more",NULL,1,611
Math,"Michael Grine",2016,Painting,"Unique work","17.8 x 12.7 x 2.5 cm (Height x Width x Depth)","Painting on plastic","Brown wood frame with plexiglass","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionMath 2016 9.125”x7.125” mixed media in a plastic photo frame is part of my resin series where I mix materials and let the chemical reaction create the work. It will yellow with age.
        

        Read more",NULL,1,612
"Binary Star","Michael Grine",2016,Painting,"Unique work","61 x 49.5 x 0.6 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionBinary Star 2016 24”x19.5” mixed media on rough sawn plywood is part of my Liquid series using acrylic paints and ink on wood boards, panels or plastic box frames to create the work. Binary Star 2016 is not square with rough edges.
        

        Read more",NULL,1,613
Extragalactic,"Michael Grine",2016,Painting,"Unique work","61 x 48.9 x 0.6 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionExtragalactic 2016 24”x19.25” mixed media on rough sawn plywood is part of my Liquid series using acrylic paints and ink on wood boards, panels or plastic box frames to create the work. Extragalactic 2016 is not square with rough edges.
        

        Read more",NULL,1,614
"Wale ","Michael Grine",2016,Painting,"Unique work","22.2 x 23.5 x 1.9 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionWale 2016 8.75”x9.25”x.75” mixed media on warped wood is part of my Liquid series where I mix acrylic paints, inks and let the chemical reaction create the work on wood boards, panels or plastic box frames.
        

        Read more",NULL,1,615
Confusion,"Michael Grine",2017,Painting,"Unique work","25.4 x 20.3 x 2.5 cm (Height x Width x Depth)","Painting on plastic","Brown wood frame","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionConfusion 2017 10”x8”x1” mixed media in a plastic frame is part of my resin series where I mix materials in plastic box frames and let the chemical reaction create the work.
        

        Read more",NULL,1,616
"Galactic Nucleus","Michael Grine",2016,Painting,"Unique work","61 x 47.6 x 0.6 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionGalactic Nucleus 2016 24”x18.75” mixed media on rough sawn plywood is part of my Liquid series using acrylic paints and ink on wood boards, panels or plastic box frames to create the work. Galactic Nucleus 2016 is not square with rough edges.
        

        Read more",NULL,1,617
Deuterium,"Michael Grine",2016,Painting,"Unique work","61 x 50.8 x 0.6 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionDeuterium 2016 24”x20” mixed media on rough sawn plywood is part of my Liquid series using acrylic paints and ink on wood boards, panels or plastic box frames to create the work. Deuterium 2016 is not square with rough edges.
        

        Read more",NULL,1,618
"Made by Rain 03","Michael Grine",2016,Painting,"Unique work","27.9 x 23.5 x 2.5 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionMade by Rain 03 2016 11”x9.25”x1” mixed media on wood panel is part of my Liquid series where I mix acrylic paints, inks and let the chemical reaction create the work on wood boards, panels or plastic box frames. It will yellow with age.
        

        Read more",NULL,1,619
Gorgeous,"Michael Grine",2016,Painting,"Unique work","66 x 61 x 0.6 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionGorgeous 2016 26”x24” mixed media on rough sawn plywood is part of my Liquid series using acrylic paints and ink on wood boards, panels or plastic box frames to create the work. Gorgeous 2016 is not square with rough edges.
        

        Read more",NULL,1,620
Storm,"Michael Grine",2016,Painting,"Unique work","20 x 14 x 3.8 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionStorm 2016 7.875”x5.5”x1.5” mixed media in a wood box is part of my Liquid series where I mix acrylic paints, inks and let the chemical reaction create the work on wood boards, panels or plastic box frames.
        

        Read more",NULL,1,621
Harmony,"Michael Grine",2016,Painting,"Unique work","61 x 45.7 x 2.5 cm (Height x Width x Depth)","Painting on plastic","Black wood frame with plexiglass","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionHarmony 2017 18”x24” x1” acrylic resin in plastic boxframe is part of my resin series where I mix materials in plastic box frames and let the chemical reaction create the work.
        

        Read more",NULL,1,622
"Crush I","Michael Grine",2017,Painting,"Unique work","52.1 x 38.7 x 1.9 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionCrush I 2017 15.25”x20.5” acrylic on plywood panel is part of my Adhesion series where I mix acrylic paints on wood panels to create the work. This work is on rough cut plywood.
        

        Read more",NULL,1,623
"Sin II","Michael Grine",2017,Painting,"Unique work","52.1 x 39.4 x 1.9 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionSin I 2017 20.5”x15.5”x.75” acrylic on plywood panel is part of my Adhesion series where I mix acrylic paints on wood panels to create the work. This work is on rough cut plywood.
        

        Read more",NULL,1,624
"Sin I","Michael Grine",2017,Painting,"Unique work","52.1 x 39.4 x 1.9 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionSin I 2017 20.5”x15.5”x.75” acrylic on plywood panel is part of my Adhesion series where I mix acrylic paints on wood panels to create the work. This work is on rough cut plywood.
        

        Read more",NULL,1,625
Neat,"Michael Grine",2017,Painting,"Unique work","40.6 x 50.8 x 1.9 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionNeat 2017 16”x20” mixed media on up-cycled canvas is part of my Liquid series where I mix acrylic paints, inks and let the chemical reaction create the work on wood boards or panels.
        

        Read more",NULL,1,626
"Touch IV","Michael Grine",2017,Painting,"Unique work","30.5 x 40.6 x 5.1 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionTouch IV 2017 12”x16”x2” mixed media on wood serving tray is part of my Liquid series where I mix acrylic paints, inks and let the chemical reaction create the work on wood boards or panels.
        

        Read more",NULL,1,627
"Crush II","Michael Grine",2017,Painting,"Unique work","52.1 x 38.7 x 1.9 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionCrush II 2017 15.25”x20.5” acrylic on plywood panel is part of my Adhesion series where I mix acrylic paints on wood panels to create the work. This work is on rough cut plywood.
        

        Read more",NULL,1,628
"Phylum I","Michael Grine",2018,Painting,"Unique work","91.4 x 61 x 3.8 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionPhylum I 2018 36”x24” acrylic on canvas is part of my Adhesion series where I mix acrylic paints on wood panels to create the work. This work is on up-cycled canvas. I use recycled materials whenever possible.
        

        Read more",NULL,1,629
"Headache II","Michael Grine",2018,Painting,"Unique work","91.4 x 61 x 3.8 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionHeadache II 2018 36”x24” acrylic on canvas is part of my Adhesion series where I mix acrylic paints on wood panels to create the work. This work is on up-cycled canvas. I use recycled materials whenever possible.
        

        Read more",NULL,1,630
"Headache I","Michael Grine",2018,Painting,"Unique work","91.4 x 61 x 3.8 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionHeadache I 2018 36”x24” acrylic on canvas is part of my Adhesion series where I mix acrylic paints on wood panels to create the work. This work is on up-cycled canvas. I use recycled materials whenever possible.
        

        Read more",NULL,1,631
"Phylum II","Michael Grine",2018,Painting,"Unique work","91.4 x 61 x 3.8 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionPhylum II 2018 36”x24” acrylic on canvas is part of my Adhesion series where I mix acrylic paints on wood panels to create the work. This work is on up-cycled canvas. I use recycled materials whenever possible.
        

        Read more",NULL,1,632
Conscience,"Michael Grine",2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,633
"Cliché I","Michael Grine",2018,Painting,"Unique work","35.2 x 28.2 x 1.9 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionCliché I 2018 13.875”x 11.125” mixed media on pine board is part of my imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,634
"Wash II","Michael Grine",2019,Painting,"Unique work","33.8 x 33.8 x 5.1 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionWash II 2019 13.3”x13.3”x2” in mixed media on wood serving tray is part of my imprint series where I use found objects to paint with or through. One corner of the artwork was damaged during the March 3 2020 tornado and repaired by me the artist May 2021.
        

        Read more",NULL,1,635
"Cognizant ","Michael Grine",2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,636
"Xantham Gum II","Michael Grine",2018,Painting,"Unique work","91.4 x 61 x 3.8 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionXantham Gum II 2018 36”x24” acrylic on canvas is part of my Adhesion series where I mix acrylic paints on wood panels to create the work. This work is on up-cycled canvas. I use recycled materials whenever possible.
        

        Read more",NULL,1,637
Chaos,"Michael Grine",2015,Painting,"Unique work","48.9 x 127 x 5.1 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionChaos 2017 50”x19.25” mixed media on wood panel is part of my imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,638
Spark,"Michael Grine",2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,639
Belly,"Michael Grine",2019,Painting,"Unique work","28.7 x 30.2 x 2 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionBelly 2019 11.3”x11.9”x0.8” mixed media on pine board is part of my imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,640
"Xantham Gum I","Michael Grine",2018,Painting,"Unique work","91.4 x 61 x 3.8 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionXantham Gum I 2018 36”x24” acrylic on canvas is part of my Adhesion series where I mix acrylic paints on wood panels to create the work. This work is on up-cycled canvas. I use recycled materials whenever possible.
        

        Read more",NULL,1,641
"Convex I","Michael Grine",2018,Painting,"Unique work","35.6 x 28.2 x 1.9 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionConvex I 2018 14”x 11.125” mixed media on pine board is part of my imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,642
"Boss II","Michael Grine",2018,Painting,"Unique work","40.6 x 28.6 x 1.9 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionBoss II 2018 16”x11.125” mixed media on pine board is part of my imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,643
"Boom I","Michael Grine",2019,Painting,"Unique work","91.4 x 61 x 3.8 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionBoom I 2019 36”x24”x1.5” mixed media on canvas is part of my imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself. This work is on up-cycled canvas. I use recycled materials whenever possible.
        

        Read more",NULL,1,644
"Speak I","Michael Grine",2018,Painting,"Unique work","23.2 x 23.5 x 1.9 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionSpeak I 2018 9.125”x 9.25”x0.75” mixed media on wood is part of my imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself. The wood has a crack in it.
        

        Read more",NULL,1,645
Vert,"Michael Grine",2012,Painting,"Unique work","25.4 x 20.3 x 1.9 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionVert 2012 10” x 8” gaffers tape on canvas is part of my glow series. When I first started to show my work, I joined a local art group called Untitled Nashville an all volunteer art organization who would put on 4 or 5 pop up shows a year. One show a year was the Glow (black light theme) show. Every year I entered, I used a different material such as gaffers tape, zip ties, test tube shot glasses and string. After seeing some of art in another show at the gallery, the owner of the Main Street Gallery suggested we do an all black light show. So we planned a Benefit “Gleam, An Illuminated Art Show” for the Nashville Classical Charter School using my black lights artworks. I also made hand painted black light masks for people to buy and wear.
        

        Read more",NULL,1,646
"Worthless Miracle II","Michael Grine",2018,Painting,"Unique work","34.9 x 18.4 x 4.1 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionWorthless Miracle II 2018 13.75”x7.25”x1.625” mixed media on wood serving tray is part of my Liquid series where I mix acrylic paints, inks and let the chemical reaction create the work on wood boards or panels.
        

        Read more",NULL,1,647
"Touch II","Michael Grine",2018,Painting,"Unique work","40.6 x 30.5 x 5.1 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionTouch II 2018 16”x12”x2” mixed media on wood serving tray is part of my Liquid series where I mix acrylic paints, inks and let the chemical reaction create the work on wood boards or panels.
        

        Read more",NULL,1,648
"Worthless Miracle IV","Michael Grine",2018,Painting,"Unique work","41.3 x 26 x 4.4 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionWorthless Miracle IV 2018 16.25”x10.25”x1.75” mixed media on wood serving tray is part of my Liquid series where I mix acrylic paints, inks and let the chemical reaction create the work on wood boards or panels.
        

        Read more",NULL,1,649
Falling,"Michael Grine",2012,Painting,"Unique work","25.4 x 20.3 x 1.9 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionVert 2012 10” x 8” gaffers tape on canvas is part of my glow series. When I first started to show my work, I joined a local art group called Untitled Nashville an all volunteer art organization who would put on 4 or 5 pop up shows a year. One show a year was the Glow (black light theme) show. Every year I entered, I used a different material such as gaffers tape, zip ties, test tube shot glasses and string. After seeing some of art in another show at the gallery, the owner of the Main Street Gallery suggested we do an all black light show. So we planned a Benefit “Gleam, An Illuminated Art Show” for the Nashville Classical Charter School using my black lights artworks. I also made hand painted black light masks for people to buy and wear.
        

        Read more",NULL,1,650
"Boom II","Michael Grine",2019,Painting,"Unique work","91.4 x 61 x 3.8 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionBoom II 2019 36”x24”x1.5” mixed media on canvas is part of my imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself. This work is on up-cycled canvas. I use recycled materials whenever possible.
        

        Read more",NULL,1,651
"Ilk I","Michael Grine",2014,Painting,"Unique work","20.3 x 25.4 x 2.5 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionIlk I 2014 is part of my texture series. This process uses modelling paste, power tools, kitchen utensils and water. Also, thick and thin layers of paint and dry brush technique to bring out the depth of the texture.
        

        Read more",NULL,1,652
